profile_id,latitude,longitude,2014,2019,2024
1148743,26.9028091,-82.3145981,9.7,9.4,8.7
1148743,26.9028091,-82.3145981,2.6,2.5,2.3
1148743,26.9028091,-82.3145981,0.7,0.7,0.6
1148743,26.9028091,-82.3145981,0.2,0.2,0.2
1148743,26.9028091,-82.3145981,69.8,66.3,62.3
1148744,27.0331631,-81.6595688,606.7,574.9,529.7
1148744,27.0331631,-81.6595688,648.8,613.9,575.4
1148744,27.0331631,-81.6595688,565.1,548.4,503.3
1148744,27.0331631,-81.6595688,512.4,499.4,461.4
1148744,27.0331631,-81.6595688,82.3,78.8,72.6
1148744,27.0331631,-81.6595688,4.3,4.1,3.8
1148744,27.0331631,-81.6595688,3.3,3.1,2.9
1148744,27.0331631,-81.6595688,3.0,2.9,2.7
1148744,27.0331631,-81.6595688,1.6,1.5,1.4
1148747,28.7832451,-82.4491348,12.5,12.2,11.3
1148747,28.7832451,-82.4491348,3.6,3.5,3.2
1148747,28.7832451,-82.4491348,2.7,2.6,2.4
1148747,28.7832451,-82.4491348,2.1,2.1,1.9
1148747,28.7832451,-82.4491348,1.9,1.8,1.7
1148747,28.7832451,-82.4491348,1.5,1.4,1.3
1148747,28.7832451,-82.4491348,1.3,1.3,1.2
1148749,30.1808109,-82.5082855,27.7,26.5,24.4
1148749,30.1808109,-82.5082855,3.3,3.1,2.9
1148749,30.1808109,-82.5082855,21.0,20.1,18.6
1148749,30.1808109,-82.5082855,9.6,9.1,8.6
1148749,30.1808109,-82.5082855,2.4,2.3,2.1
1148749,30.1808109,-82.5082855,11.0,10.7,9.8
1148749,30.1808109,-82.5082855,2.4,2.4,2.2
1148749,30.1808109,-82.5082855,1.2,1.2,1.1
1148749,30.1808109,-82.5082855,0.7,0.6,0.6
1148750,25.4600086,-80.4194412,24.8,23.1,21.9
1148750,25.4600086,-80.4194412,23.6,23.2,21.2
1148750,25.4600086,-80.4194412,54.3,52.3,48.6
1148751,25.4917355,-80.5603714,18.1,17.0,16.0
1148752,27.203167,-81.7770309,21.9,20.6,19.6
1148752,27.203167,-81.7770309,0.7,0.7,0.6
1148752,27.203167,-81.7770309,32.1,29.7,28.0
1148752,27.203167,-81.7770309,26.8,25.8,23.6
1148752,27.203167,-81.7770309,8.8,8.4,7.8
1148753,30.4860783,-81.6099167,74.8,71.8,67.6
1148753,30.4860783,-81.6099167,5.3,5.1,4.8
1148753,30.4860783,-81.6099167,1.5,1.5,1.4
1148753,30.4860783,-81.6099167,28.7,27.6,25.8
1148753,30.4860783,-81.6099167,37.2,34.8,32.4
1148753,30.4860783,-81.6099167,13.9,13.5,12.3
1148753,30.4860783,-81.6099167,5.1,4.7,4.4
1148753,30.4860783,-81.6099167,1.7,1.6,1.5
1148753,30.4860783,-81.6099167,0.9,0.9,0.8
1148753,30.4860783,-81.6099167,0.1,0.1,0.1
1148754,30.3828201,-81.6986465,11.2,10.8,9.9
1148754,30.3828201,-81.6986465,2.9,2.8,2.6
1148754,30.3828201,-81.6986465,2.1,1.9,1.8
1148754,30.3828201,-81.6986465,0.7,0.7,0.6
1148754,30.3828201,-81.6986465,0.2,0.2,0.2
1148754,30.3828201,-81.6986465,1.5,1.5,1.4
1148755,30.4906635,-81.6661453,31.6,29.5,27.5
1148755,30.4906635,-81.6661453,9.5,9.1,8.5
1148755,30.4906635,-81.6661453,1.6,1.5,1.4
1148755,30.4906635,-81.6661453,2.6,2.5,2.3
1148755,30.4906635,-81.6661453,2.7,2.6,2.4
1148755,30.4906635,-81.6661453,1.2,1.2,1.1
1148755,30.4906635,-81.6661453,1.1,1.1,1.0
1148756,29.434906,-81.3771896,31.7,30.5,28.0
1148756,29.434906,-81.3771896,4.9,4.7,4.4
1148756,29.434906,-81.3771896,2.2,2.1,2.0
1148756,29.434906,-81.3771896,2.5,2.5,2.3
1148756,29.434906,-81.3771896,2.4,2.2,2.1
1148756,29.434906,-81.3771896,1.6,1.5,1.4
1148756,29.434906,-81.3771896,0.5,0.4,0.4
1148756,29.434906,-81.3771896,0.3,0.3,0.3
1148757,29.5266647,-81.332695,17.1,16.3,15.3
1148757,29.5266647,-81.332695,2.0,1.9,1.8
1148757,29.5266647,-81.332695,3.8,3.7,3.4
1148757,29.5266647,-81.332695,1.5,1.4,1.3
1148757,29.5266647,-81.332695,0.7,0.6,0.6
1148760,29.5974979,-82.9470749,10.5,10.0,9.5
1148760,29.5974979,-82.9470749,1.5,1.5,1.4
1148760,29.5974979,-82.9470749,7.7,7.3,6.8
1148760,29.5974979,-82.9470749,2.5,2.3,2.2
1148760,29.5974979,-82.9470749,0.5,0.4,0.4
1148760,29.5974979,-82.9470749,0.2,0.2,0.2
1148761,27.0802841,-81.0241165,11.0,10.6,9.7
1148761,27.0802841,-81.0241165,1.8,1.7,1.6
1148761,27.0802841,-81.0241165,1.6,1.5,1.4
1148761,27.0802841,-81.0241165,4.0,3.9,3.6
1148761,27.0802841,-81.0241165,0.6,0.5,0.5
1148761,27.0802841,-81.0241165,0.5,0.4,0.4
1148762,30.1686115,-85.1477814,12.8,12.3,11.6
1148762,30.1686115,-85.1477814,4.6,4.3,4.0
1148762,30.1686115,-85.1477814,1.6,1.5,1.4
1148762,30.1686115,-85.1477814,0.8,0.7,0.7
1148762,30.1686115,-85.1477814,0.2,0.2,0.2
1148763,26.6072254,-81.2914429,9.1,8.6,8.1
1148763,26.6072254,-81.2914429,2.8,2.7,2.5
1148763,26.6072254,-81.2914429,0.2,0.2,0.2
1148763,26.6072254,-81.2914429,0.3,0.3,0.3
1148763,26.6072254,-81.2914429,1.9,1.9,1.7
1148763,26.6072254,-81.2914429,0.9,0.9,0.8
1148764,28.532917,-82.5174942,8.1,8.0,7.3
1148764,28.532917,-82.5174942,3.9,3.6,3.4
1148764,28.532917,-82.5174942,2.5,2.4,2.2
1148764,28.532917,-82.5174942,0.8,0.8,0.7
1148764,28.532917,-82.5174942,0.3,0.3,0.3
1148765,28.6369743,-82.3399429,18.2,17.7,16.1
1148765,28.6369743,-82.3399429,7.1,6.7,6.4
1148765,28.6369743,-82.3399429,2.5,2.4,2.2
1148765,28.6369743,-82.3399429,3.2,3.0,2.8
1148765,28.6369743,-82.3399429,2.4,2.4,2.2
1148765,28.6369743,-82.3399429,1.7,1.6,1.5
1148765,28.6369743,-82.3399429,0.9,0.9,0.8
1148766,27.6346474,-81.3599167,17.8,16.8,16.0
1148766,27.6346474,-81.3599167,2.5,2.3,2.2
1148766,27.6346474,-81.3599167,0.3,0.3,0.3
1148766,27.6346474,-81.3599167,32.5,30.7,28.6
1148766,27.6346474,-81.3599167,2.5,2.5,2.3
1148766,27.6346474,-81.3599167,1.6,1.5,1.4
1148767,27.6351604,-80.4474716,32.6,30.5,28.4
1148767,27.6351604,-80.4474716,27.1,26.2,24.0
1148767,27.6351604,-80.4474716,14.8,13.7,12.9
1148767,27.6351604,-80.4474716,11.9,11.2,10.6
1148767,27.6351604,-80.4474716,4.7,4.4,4.2
1148767,27.6351604,-80.4474716,1.5,1.4,1.3
1148767,27.6351604,-80.4474716,2.1,2.0,1.9
1148768,30.7282047,-85.1531219,12.4,11.6,11.0
1148768,30.7282047,-85.1531219,2.2,2.1,2.0
1148768,30.7282047,-85.1531219,1.1,1.1,1.0
1148768,30.7282047,-85.1531219,0.5,0.4,0.4
1148768,30.7282047,-85.1531219,0.4,0.4,0.4
1148769,30.8169632,-85.2167664,9.4,9.2,8.5
1148769,30.8169632,-85.2167664,4.8,4.7,4.3
1148769,30.8169632,-85.2167664,2.2,2.0,1.9
1148769,30.8169632,-85.2167664,0.3,0.3,0.3
1148769,30.8169632,-85.2167664,0.4,0.4,0.4
1148770,30.6053619,-85.3283691,7.2,7.0,6.4
1148770,30.6053619,-85.3283691,2.2,2.0,1.9
1148770,30.6053619,-85.3283691,0.6,0.5,0.5
1148770,30.6053619,-85.3283691,0.4,0.4,0.4
1148770,30.6053619,-85.3283691,1.1,1.1,1.0
1148771,30.4497242,-84.0475235,9.3,8.8,8.3
1148771,30.4497242,-84.0475235,3.3,3.2,2.9
1148771,30.4497242,-84.0475235,2.8,2.7,2.5
1148771,30.4497242,-84.0475235,2.5,2.4,2.2
1148771,30.4497242,-84.0475235,1.9,1.8,1.7
1148771,30.4497242,-84.0475235,1.2,1.2,1.1
1148772,30.4044132,-83.8908615,56.6,53.4,49.3
1148772,30.4044132,-83.8908615,3.9,3.8,3.5
1148772,30.4044132,-83.8908615,2.0,2.0,1.8
1148772,30.4044132,-83.8908615,0.8,0.8,0.7
1148773,30.4854412,-84.0262833,13.0,12.7,11.8
1148773,30.4854412,-84.0262833,4.6,4.4,4.1
1148773,30.4854412,-84.0262833,2.1,2.1,1.9
1148773,30.4854412,-84.0262833,3.2,3.0,2.8
1148773,30.4854412,-84.0262833,1.2,1.2,1.1
1148774,30.2286835,-84.0193176,38.2,36.0,34.2
1148774,30.2286835,-84.0193176,5.5,5.3,5.0
1148774,30.2286835,-84.0193176,1.1,1.1,1.0
1148774,30.2286835,-84.0193176,0.9,0.9,0.8
1148774,30.2286835,-84.0193176,1.3,1.3,1.2
1148775,29.9692001,-83.2685852,8.8,8.6,7.9
1148775,29.9692001,-83.2685852,2.7,2.5,2.4
1148775,29.9692001,-83.2685852,3.1,2.9,2.7
1148775,29.9692001,-83.2685852,1.4,1.4,1.3
1148775,29.9692001,-83.2685852,0.8,0.7,0.7
1148775,29.9692001,-83.2685852,0.2,0.2,0.2
1148776,26.7141418,-81.8979263,38.1,35.3,33.2
1148776,26.7141418,-81.8979263,7.4,7.1,6.6
1148776,26.7141418,-81.8979263,3.2,3.0,2.8
1148776,26.7141418,-81.8979263,27.2,26.1,24.6
1148776,26.7141418,-81.8979263,3.7,3.6,3.3
1148776,26.7141418,-81.8979263,3.7,3.5,3.3
1148776,26.7141418,-81.8979263,7.8,7.6,7.0
1148777,30.3992424,-84.4839325,12.2,11.7,11.0
1148777,30.3992424,-84.4839325,2.3,2.2,2.0
1148777,30.3992424,-84.4839325,0.4,0.4,0.4
1148777,30.3992424,-84.4839325,0.1,0.1,0.1
1148777,30.3992424,-84.4839325,0.5,0.4,0.4
1148777,30.3992424,-84.4839325,0.2,0.2,0.2
1148778,30.5127449,-84.2608337,14.5,14.1,12.9
1148778,30.5127449,-84.2608337,5.3,5.1,4.7
1148778,30.5127449,-84.2608337,3.2,3.1,2.8
1148778,30.5127449,-84.2608337,2.8,2.7,2.5
1148778,30.5127449,-84.2608337,1.4,1.3,1.2
1148778,30.5127449,-84.2608337,0.7,0.6,0.6
1148778,30.5127449,-84.2608337,0.6,0.5,0.5
1148779,29.2846565,-82.6890793,4.1,3.9,3.6
1148779,29.2846565,-82.6890793,1.7,1.6,1.5
1148779,29.2846565,-82.6890793,0.9,0.9,0.8
1148779,29.2846565,-82.6890793,1.1,1.1,1.0
1148779,29.2846565,-82.6890793,0.6,0.5,0.5
1148779,29.2846565,-82.6890793,0.7,0.7,0.6
1148779,29.2846565,-82.6890793,0.2,0.2,0.2
1148780,29.3890648,-82.6188583,9.8,9.1,8.6
1148780,29.3890648,-82.6188583,3.8,3.7,3.4
1148780,29.3890648,-82.6188583,1.9,1.9,1.7
1148780,29.3890648,-82.6188583,1.0,0.9,0.9
1148780,29.3890648,-82.6188583,0.7,0.7,0.6
1148781,30.4015617,-83.4387283,40.0,38.2,35.9
1148781,30.4015617,-83.4387283,48.9,47.5,43.9
1148781,30.4015617,-83.4387283,18.2,16.8,15.9
1148781,30.4015617,-83.4387283,7.1,6.5,6.2
1148781,30.4015617,-83.4387283,1.1,1.1,1.0
1148781,30.4015617,-83.4387283,1.5,1.4,1.3
1148781,30.4015617,-83.4387283,0.9,0.9,0.8
1148782,29.1286335,-82.1658554,6.7,6.6,6.0
1148782,29.1286335,-82.1658554,1.1,1.1,1.0
1148782,29.1286335,-82.1658554,2.2,2.2,2.0
1148783,27.1638393,-80.3340683,13.4,13.0,11.9
1148783,27.1638393,-80.3340683,2.2,2.1,1.9
1148783,27.1638393,-80.3340683,0.9,0.9,0.8
1148783,27.1638393,-80.3340683,22.7,21.9,20.0
1148783,27.1638393,-80.3340683,12.2,11.6,10.8
1148783,27.1638393,-80.3340683,2.5,2.5,2.3
1148783,27.1638393,-80.3340683,2.9,2.8,2.6
1148783,27.1638393,-80.3340683,2.2,2.2,2.0
1148784,27.1581059,-80.4246445,202.2,193.8,176.4
1148784,27.1581059,-80.4246445,26.9,25.6,23.8
1148784,27.1581059,-80.4246445,7.0,6.4,6.1
1148784,27.1581059,-80.4246445,5.2,4.7,4.5
1148784,27.1581059,-80.4246445,7.8,7.4,7.0
1148784,27.1581059,-80.4246445,18.0,17.3,15.8
1148784,27.1581059,-80.4246445,29.3,28.4,25.9
1148784,27.1581059,-80.4246445,16.7,16.4,15.0
1148784,27.1581059,-80.4246445,8.9,8.6,7.9
1148784,27.1581059,-80.4246445,4.6,4.5,4.1
1148784,27.1581059,-80.4246445,2.3,2.3,2.1
1148785,30.6151333,-81.5435486,8.9,8.7,8.0
1148785,30.6151333,-81.5435486,4.0,3.9,3.6
1148785,30.6151333,-81.5435486,2.1,2.1,1.9
1148785,30.6151333,-81.5435486,1.0,0.9,0.9
1148785,30.6151333,-81.5435486,0.4,0.4,0.4
1148785,30.6151333,-81.5435486,0.6,0.5,0.5
1148786,30.7112026,-81.8448715,19.3,18.6,17.0
1148786,30.7112026,-81.8448715,9.5,9.0,8.4
1148786,30.7112026,-81.8448715,4.0,3.7,3.5
1148786,30.7112026,-81.8448715,2.9,2.8,2.6
1148786,30.7112026,-81.8448715,1.0,1.0,0.9
1148787,30.6951771,-82.0397797,30.8,28.5,27.0
1148787,30.6951771,-82.0397797,9.4,9.1,8.5
1148787,30.6951771,-82.0397797,4.2,4.0,3.7
1148787,30.6951771,-82.0397797,2.2,2.0,1.9
1148787,30.6951771,-82.0397797,1.2,1.2,1.1
1148787,30.6951771,-82.0397797,2.0,1.9,1.8
1148787,30.6951771,-82.0397797,0.6,0.5,0.5
1148788,28.3739223,-81.593895,8.1,7.9,7.2
1148788,28.3739223,-81.593895,3.0,3.0,2.7
1148788,28.3739223,-81.593895,26.5,25.5,23.3
1148789,28.2632332,-81.5722198,5.5,5.4,4.9
1148789,28.2632332,-81.5722198,1.1,1.1,1.0
1148789,28.2632332,-81.5722198,1.5,1.4,1.3
1148789,28.2632332,-81.5722198,1.4,1.4,1.3
1148789,28.2632332,-81.5722198,1.8,1.7,1.6
1148790,27.8081913,-80.9393234,48.3,47.7,43.9
1148790,27.8081913,-80.9393234,7.5,7.1,6.6
1148790,27.8081913,-80.9393234,1.1,1.1,1.0
1148790,27.8081913,-80.9393234,25.4,23.6,22.4
1148790,27.8081913,-80.9393234,8.2,7.8,7.3
1148790,27.8081913,-80.9393234,3.1,3.0,2.8
1148790,27.8081913,-80.9393234,2.2,2.1,1.9
1148791,26.789917,-80.0927124,7.7,7.1,6.7
1148791,26.789917,-80.0927124,0.3,0.3,0.3
1148791,26.789917,-80.0927124,0.4,0.4,0.4
1148791,26.789917,-80.0927124,0.8,0.8,0.7
1148791,26.789917,-80.0927124,5.5,5.4,5.0
1148791,26.789917,-80.0927124,0.7,0.6,0.6
1148792,26.4141674,-80.1113434,332.1,317.1,301.0
1148792,26.4141674,-80.1113434,141.7,134.8,124.0
1148792,26.4141674,-80.1113434,21.8,21.1,19.5
1148792,26.4141674,-80.1113434,10.9,10.6,9.8
1148792,26.4141674,-80.1113434,1.9,1.8,1.7
1148792,26.4141674,-80.1113434,1.7,1.6,1.5
1148793,26.3385258,-80.2562637,38.3,36.9,34.3
1148793,26.3385258,-80.2562637,24.0,22.9,21.6
1148793,26.3385258,-80.2562637,10.2,9.8,9.0
1148794,26.7931309,-80.3887329,8.0,7.5,7.1
1148794,26.7931309,-80.3887329,1.2,1.2,1.1
1148794,26.7931309,-80.3887329,0.3,0.3,0.3
1148794,26.7931309,-80.3887329,1.7,1.6,1.5
1148794,26.7931309,-80.3887329,5.4,5.4,4.9
1148794,26.7931309,-80.3887329,1.9,1.8,1.7
1148795,28.4201603,-82.434082,10.0,9.8,9.0
1148795,28.4201603,-82.434082,6.8,6.6,6.0
1148795,28.4201603,-82.434082,2.3,2.2,2.0
1148795,28.4201603,-82.434082,0.6,0.5,0.5
1148795,28.4201603,-82.434082,1.2,1.2,1.1
1148795,28.4201603,-82.434082,0.4,0.4,0.4
1148796,28.2607269,-82.4773865,7.1,6.8,6.3
1148796,28.2607269,-82.4773865,5.3,4.8,4.6
1148796,28.2607269,-82.4773865,2.9,2.7,2.6
1148796,28.2607269,-82.4773865,1.1,1.1,1.0
1148796,28.2607269,-82.4773865,0.7,0.7,0.6
1148796,28.2607269,-82.4773865,0.6,0.5,0.5
1148796,28.2607269,-82.4773865,5.5,5.3,4.9
1148797,27.9920998,-81.8649368,35.4,33.1,31.5
1148797,27.9920998,-81.8649368,2.1,1.9,1.8
1148797,27.9920998,-81.8649368,3.0,2.9,2.7
1148797,27.9920998,-81.8649368,1.5,1.4,1.3
1148797,27.9920998,-81.8649368,1.4,1.4,1.3
1148797,27.9920998,-81.8649368,0.6,0.5,0.5
1148797,27.9920998,-81.8649368,0.5,0.4,0.4
1148798,28.0074215,-81.6217728,548.2,516.3,478.6
1148798,28.0074215,-81.6217728,650.1,616.0,575.6
1148798,28.0074215,-81.6217728,616.6,585.1,540.6
1148798,28.0074215,-81.6217728,8.4,8.1,7.5
1148798,28.0074215,-81.6217728,3.4,3.2,3.0
1148799,29.6752453,-81.8136139,28.0,26.4,24.5
1148799,29.6752453,-81.8136139,2.2,2.0,1.9
1148799,29.6752453,-81.8136139,13.1,12.7,11.7
1148799,29.6752453,-81.8136139,12.0,11.3,10.7
1148799,29.6752453,-81.8136139,11.0,10.6,9.7
1148799,29.6752453,-81.8136139,4.7,4.4,4.1
1148799,29.6752453,-81.8136139,1.8,1.7,1.6
1148799,29.6752453,-81.8136139,0.9,0.8,0.8
1148800,29.9332314,-81.4219818,8.3,7.9,7.5
1148800,29.9332314,-81.4219818,1.6,1.5,1.4
1148800,29.9332314,-81.4219818,2.0,1.9,1.8
1148800,29.9332314,-81.4219818,1.8,1.8,1.6
1148800,29.9332314,-81.4219818,5.9,5.6,5.3
1148800,29.9332314,-81.4219818,22.8,22.4,20.4
1148800,29.9332314,-81.4219818,15.4,14.6,13.6
1148800,29.9332314,-81.4219818,11.7,11.1,10.3
1148801,29.8376331,-81.4093704,641.6,596.9,559.1
1148801,29.8376331,-81.4093704,599.8,558.8,527.1
1148801,29.8376331,-81.4093704,75.4,70.0,65.7
1148802,27.5370579,-80.3515549,59.6,55.4,51.8
1148802,27.5370579,-80.3515549,19.9,19.8,18.1
1148802,27.5370579,-80.3515549,30.2,29.3,26.9
1148803,27.4660244,-80.402504,23.3,22.3,20.4
1148803,27.4660244,-80.402504,7.7,7.6,6.9
1148803,27.4660244,-80.402504,5.4,5.1,4.7
1148803,27.4660244,-80.402504,3.2,3.2,2.9
1148803,27.4660244,-80.402504,2.4,2.3,2.1
1148803,27.4660244,-80.402504,1.9,1.8,1.7
1148803,27.4660244,-80.402504,1.7,1.6,1.5
1148803,27.4660244,-80.402504,0.8,0.8,0.7
1148804,30.8208942,-87.0321503,9.7,9.2,8.7
1148804,30.8208942,-87.0321503,2.8,2.6,2.5
1148804,30.8208942,-87.0321503,1.5,1.4,1.3
1148804,30.8208942,-87.0321503,1.0,1.0,0.9
1148804,30.8208942,-87.0321503,1.4,1.3,1.2
1148805,30.7947636,-87.2045517,9.2,9.0,8.2
1148805,30.7947636,-87.2045517,2.5,2.3,2.2
1148805,30.7947636,-87.2045517,1.5,1.4,1.3
1148805,30.7947636,-87.2045517,1.2,1.2,1.1
1148805,30.7947636,-87.2045517,0.9,0.8,0.8
1148806,28.9044361,-82.2376556,25.3,24.3,22.4
1148806,28.9044361,-82.2376556,5.3,5.2,4.8
1148806,28.9044361,-82.2376556,10.4,10.1,9.2
1148806,28.9044361,-82.2376556,8.7,8.5,7.8
1148806,28.9044361,-82.2376556,0.6,0.5,0.5
1148806,28.9044361,-82.2376556,0.9,0.8,0.8
1148806,28.9044361,-82.2376556,1.0,1.0,0.9
1148807,28.7560635,-82.0192337,9.3,9.1,8.3
1148807,28.7560635,-82.0192337,2.6,2.5,2.3
1148807,28.7560635,-82.0192337,1.7,1.6,1.5
1148807,28.7560635,-82.0192337,1.3,1.2,1.1
1148807,28.7560635,-82.0192337,0.7,0.6,0.6
1148807,28.7560635,-82.0192337,0.4,0.4,0.4
1148808,29.8666687,-83.4183273,22.0,21.6,19.8
1148808,29.8666687,-83.4183273,4.5,4.3,4.0
1148808,29.8666687,-83.4183273,1.9,1.9,1.7
1148808,29.8666687,-83.4183273,18.7,17.6,16.7
1148808,29.8666687,-83.4183273,19.0,18.6,17.3
1148808,29.8666687,-83.4183273,5.1,4.9,4.5
1148808,29.8666687,-83.4183273,2.9,2.8,2.6
1148809,29.7336102,-83.3722229,15.6,14.6,13.8
1148809,29.7336102,-83.3722229,2.7,2.6,2.4
1148809,29.7336102,-83.3722229,1.6,1.5,1.4
1148809,29.7336102,-83.3722229,0.3,0.3,0.3
1148809,29.7336102,-83.3722229,0.1,0.1,0.1
1148809,29.7336102,-83.3722229,0.7,0.6,0.6
1148809,29.7336102,-83.3722229,0.9,0.9,0.8
1148810,30.1133308,-83.5927811,536.0,528.7,483.9
1148810,30.1133308,-83.5927811,469.5,453.9,425.2
1148810,30.1133308,-83.5927811,25.7,25.1,23.4
1148810,30.1133308,-83.5927811,14.2,13.3,12.6
1148810,30.1133308,-83.5927811,1.9,1.8,1.7
1148811,29.9962254,-82.5612488,7.7,7.2,6.9
1148811,29.9962254,-82.5612488,3.9,3.7,3.4
1148811,29.9962254,-82.5612488,1.8,1.7,1.6
1148811,29.9962254,-82.5612488,0.5,0.4,0.4
1148811,29.9962254,-82.5612488,1.2,1.2,1.1
1148812,28.9565258,-81.0648422,13.2,12.5,11.7
1148812,28.9565258,-81.0648422,2.1,2.1,1.9
